ID khách hàng,Khả năng trả nợ,Giới tính,Độ tuổi,Tình trạng hôn nhân,Tình trạng công việc hiện tại (số năm kinh nghiệm),Thu nhập,Chi tiêu (trung bình một tháng),Hóa đơn tiền điện,Tài sản thế chấp,Tình trạng sở hữu nhà ở,Số tiền dự kiến vay,Mục đích vay,Thời hạn khoản vay,Chứng minh thu nhập,Số thành viên phụ thuộc trong gia đình,Trình độ học vấn
1695,1. Trả nợ trễ hạn,1. Nam,51,3. Ly hôn,1,17000000,2500000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1696,1. Trả nợ trễ hạn,0. Nữ,48,4. Góa,1,19000000,2500000,170000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,6. Đầu tư chứng khoán,18,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
1697,1. Trả nợ trễ hạn,1. Nam,55,3. Ly hôn,2,15000000,4000000,250000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,5. Mua nhà,8,1. Không có giấy tờ chứng minh thu nhập,1,2. Thạc sĩ
1698,1. Trả nợ trễ hạn,0. Nữ,54,3. Ly hôn,2,19000000,3500000,160000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,80000000,6. Đầu tư chứng khoán,8,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1699,1. Trả nợ trễ hạn,1. Nam,47,2. Độc thân,1,20000000,2000000,180000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,90000000,4. Mua xe,8,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1700,1. Trả nợ trễ hạn,0. Nữ,48,3. Ly hôn,2,16000000,3000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,5. Mua nhà,12,1. Không có giấy tờ chứng minh thu nhập,0,2. Thạc sĩ
1701,1. Trả nợ trễ hạn,1. Nam,50,4. Góa,1,17000000,4000000,180000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,4. Mua xe,12,1. Không có giấy tờ chứng minh thu nhập,1,3. Đại học
1702,1. Trả nợ trễ hạn,1. Nam,50,3. Ly hôn,4,15000000,3000000,200000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,6. Đầu tư chứng khoán,18,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
1703,1. Trả nợ trễ hạn,1. Nam,53,3. Ly hôn,4,18000000,3800000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,90000000,5. Mua nhà,18,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
1704,1. Trả nợ trễ hạn,0. Nữ,45,4. Góa,3,16000000,2800000,170000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,80000000,6. Đầu tư chứng khoán,8,1. Không có giấy tờ chứng minh thu nhập,0,2. Thạc sĩ
1705,1. Trả nợ trễ hạn,0. Nữ,47,2. Độc thân,4,19000000,2500000,180000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
1706,1. Trả nợ trễ hạn,1. Nam,55,4. Góa,3,20000000,3500000,180000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,80000000,6. Đầu tư chứng khoán,12,1. Không có giấy tờ chứng minh thu nhập,0,3. Đại học
1707,1. Trả nợ trễ hạn,1. Nam,55,4. Góa,4,18000000,3500000,200000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,6. Đầu tư chứng khoán,10,1. Không có giấy tờ chứng minh thu nhập,1,3. Đại học
1708,1. Trả nợ trễ hạn,1. Nam,51,3. Ly hôn,4,16000000,4000000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,1. Tiêu dùng,10,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1709,1. Trả nợ trễ hạn,1. Nam,48,3. Ly hôn,4,20000000,3000000,170000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,6. Đầu tư chứng khoán,18,1. Không có giấy tờ chứng minh thu nhập,1,3. Đại học
1710,1. Trả nợ trễ hạn,1. Nam,55,2. Độc thân,1,19000000,3000000,170000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,6. Đầu tư chứng khoán,8,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1711,1. Trả nợ trễ hạn,0. Nữ,47,2. Độc thân,1,18000000,4000000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,90000000,5. Mua nhà,8,1. Không có giấy tờ chứng minh thu nhập,4,2. Thạc sĩ
1712,1. Trả nợ trễ hạn,0. Nữ,50,2. Độc thân,2,19000000,2500000,180000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,80000000,5. Mua nhà,18,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
1713,1. Trả nợ trễ hạn,0. Nữ,49,3. Ly hôn,3,17000000,2500000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,4. Mua xe,10,1. Không có giấy tờ chứng minh thu nhập,1,3. Đại học
1714,1. Trả nợ trễ hạn,0. Nữ,48,3. Ly hôn,2,15000000,3800000,160000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,5. Mua nhà,18,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
1715,1. Trả nợ trễ hạn,0. Nữ,46,3. Ly hôn,3,19000000,3000000,160000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,80000000,5. Mua nhà,18,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
1716,1. Trả nợ trễ hạn,0. Nữ,54,3. Ly hôn,4,17000000,3800000,160000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,5. Mua nhà,8,1. Không có giấy tờ chứng minh thu nhập,0,3. Đại học
1717,1. Trả nợ trễ hạn,1. Nam,46,2. Độc thân,4,16000000,3000000,180000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1718,1. Trả nợ trễ hạn,0. Nữ,49,4. Góa,1,18000000,3000000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,6. Đầu tư chứng khoán,12,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1719,1. Trả nợ trễ hạn,0. Nữ,48,2. Độc thân,3,16000000,3800000,180000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,5. Mua nhà,18,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1720,1. Trả nợ trễ hạn,0. Nữ,54,3. Ly hôn,3,16000000,3800000,180000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,6. Đầu tư chứng khoán,10,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
1721,1. Trả nợ trễ hạn,0. Nữ,47,4. Góa,1,15000000,2800000,180000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,90000000,6. Đầu tư chứng khoán,12,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1722,1. Trả nợ trễ hạn,1. Nam,47,3. Ly hôn,3,15000000,3500000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,90000000,1. Tiêu dùng,8,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
1723,1. Trả nợ trễ hạn,1. Nam,46,2. Độc thân,3,17000000,3000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,80000000,1. Tiêu dùng,8,1. Không có giấy tờ chứng minh thu nhập,1,3. Đại học
1724,1. Trả nợ trễ hạn,0. Nữ,50,4. Góa,4,15000000,2500000,150000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,80000000,6. Đầu tư chứng khoán,10,1. Không có giấy tờ chứng minh thu nhập,4,2. Thạc sĩ
1725,1. Trả nợ trễ hạn,1. Nam,49,3. Ly hôn,1,17000000,3500000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,80000000,1. Tiêu dùng,18,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
1726,1. Trả nợ trễ hạn,1. Nam,55,3. Ly hôn,2,19000000,4000000,150000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,1. Tiêu dùng,10,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1727,1. Trả nợ trễ hạn,1. Nam,55,3. Ly hôn,3,19000000,2000000,170000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,4. Mua xe,8,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
1728,1. Trả nợ trễ hạn,0. Nữ,54,3. Ly hôn,3,16000000,2000000,170000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,80000000,4. Mua xe,18,1. Không có giấy tờ chứng minh thu nhập,3,2. Thạc sĩ
1729,1. Trả nợ trễ hạn,0. Nữ,48,3. Ly hôn,2,15000000,2800000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,4. Mua xe,8,1. Không có giấy tờ chứng minh thu nhập,4,2. Thạc sĩ
1730,1. Trả nợ trễ hạn,0. Nữ,47,2. Độc thân,3,17000000,3500000,150000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,90000000,6. Đầu tư chứng khoán,18,1. Không có giấy tờ chứng minh thu nhập,3,2. Thạc sĩ
1731,1. Trả nợ trễ hạn,1. Nam,50,2. Độc thân,3,19000000,3800000,160000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,90000000,5. Mua nhà,18,1. Không có giấy tờ chứng minh thu nhập,1,3. Đại học
1732,1. Trả nợ trễ hạn,0. Nữ,46,4. Góa,2,17000000,4000000,180000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,90000000,4. Mua xe,12,1. Không có giấy tờ chứng minh thu nhập,2,2. Thạc sĩ
1733,1. Trả nợ trễ hạn,0. Nữ,52,2. Độc thân,3,20000000,4000000,200000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,4. Mua xe,10,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
1734,1. Trả nợ trễ hạn,1. Nam,55,4. Góa,4,18000000,3000000,180000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,80000000,6. Đầu tư chứng khoán,12,1. Không có giấy tờ chứng minh thu nhập,2,3. Đại học
1735,1. Trả nợ trễ hạn,1. Nam,48,3. Ly hôn,2,17000000,3500000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,6. Đầu tư chứng khoán,12,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
1736,1. Trả nợ trễ hạn,0. Nữ,46,4. Góa,4,18000000,2500000,180000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,1. Tiêu dùng,10,1. Không có giấy tờ chứng minh thu nhập,4,2. Thạc sĩ
1737,1. Trả nợ trễ hạn,1. Nam,52,3. Ly hôn,1,19000000,2500000,200000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,6. Đầu tư chứng khoán,8,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1738,1. Trả nợ trễ hạn,0. Nữ,52,2. Độc thân,4,17000000,2800000,160000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,1. Tiêu dùng,10,1. Không có giấy tờ chứng minh thu nhập,0,2. Thạc sĩ
1739,1. Trả nợ trễ hạn,0. Nữ,49,4. Góa,4,20000000,2800000,150000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,90000000,4. Mua xe,18,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
1740,1. Trả nợ trễ hạn,1. Nam,55,2. Độc thân,3,19000000,3000000,160000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,1. Tiêu dùng,10,1. Không có giấy tờ chứng minh thu nhập,2,3. Đại học
1741,1. Trả nợ trễ hạn,0. Nữ,47,2. Độc thân,3,15000000,4000000,160000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,5. Mua nhà,12,1. Không có giấy tờ chứng minh thu nhập,0,2. Thạc sĩ
1742,1. Trả nợ trễ hạn,0. Nữ,53,2. Độc thân,3,16000000,3500000,180000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,5. Mua nhà,10,1. Không có giấy tờ chứng minh thu nhập,3,2. Thạc sĩ
1743,1. Trả nợ trễ hạn,1. Nam,52,4. Góa,1,20000000,4000000,160000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,6. Đầu tư chứng khoán,12,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
1744,1. Trả nợ trễ hạn,1. Nam,52,3. Ly hôn,2,20000000,2800000,200000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,1. Tiêu dùng,8,1. Không có giấy tờ chứng minh thu nhập,1,3. Đại học
1745,1. Trả nợ trễ hạn,1. Nam,46,2. Độc thân,1,17000000,3500000,170000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,4. Mua xe,8,1. Không có giấy tờ chứng minh thu nhập,1,2. Thạc sĩ
1746,1. Trả nợ trễ hạn,0. Nữ,45,3. Ly hôn,4,16000000,3800000,180000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,80000000,1. Tiêu dùng,8,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1747,1. Trả nợ trễ hạn,1. Nam,48,4. Góa,1,15000000,2500000,200000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,90000000,1. Tiêu dùng,8,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
1748,1. Trả nợ trễ hạn,0. Nữ,54,4. Góa,1,19000000,2000000,200000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,6. Đầu tư chứng khoán,18,1. Không có giấy tờ chứng minh thu nhập,1,2. Thạc sĩ
1749,1. Trả nợ trễ hạn,0. Nữ,55,3. Ly hôn,4,15000000,2500000,150000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,0,2. Thạc sĩ
1750,1. Trả nợ trễ hạn,0. Nữ,48,4. Góa,3,30000000,8000000,300000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,2. Học tập,5,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
1751,1. Trả nợ trễ hạn,1. Nam,49,2. Độc thân,2,35000000,7700000,350000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,2. Học tập,8,0. Có giấy tờ chứng minh thu nhập,4,3. Đại học
1752,1. Trả nợ trễ hạn,1. Nam,30,3. Ly hôn,1,27000000,7700000,200000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,2. Học tập,12,0. Có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1753,1. Trả nợ trễ hạn,0. Nữ,32,2. Độc thân,2,28000000,7500000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,6,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
1754,1. Trả nợ trễ hạn,0. Nữ,46,4. Góa,4,35000000,8000000,350000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,2. Học tập,8,0. Có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1755,1. Trả nợ trễ hạn,0. Nữ,51,4. Góa,2,50000000,7500000,350000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,1. Tiêu dùng,5,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
1756,1. Trả nợ trễ hạn,0. Nữ,35,3. Ly hôn,2,40000000,8500000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,2. Học tập,12,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
1757,1. Trả nợ trễ hạn,1. Nam,30,3. Ly hôn,1,30000000,7500000,350000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1758,1. Trả nợ trễ hạn,0. Nữ,47,3. Ly hôn,1,50000000,3900000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,2. Học tập,5,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
1759,1. Trả nợ trễ hạn,0. Nữ,45,2. Độc thân,3,35000000,8000000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1760,1. Trả nợ trễ hạn,0. Nữ,38,2. Độc thân,4,40000000,3900000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,250000000,4. Mua xe,12,0. Có giấy tờ chứng minh thu nhập,2,4. Cấp ba
1761,1. Trả nợ trễ hạn,1. Nam,35,2. Độc thân,2,50000000,8500000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,250000000,4. Mua xe,8,1. Không có giấy tờ chứng minh thu nhập,0,3. Đại học
1762,1. Trả nợ trễ hạn,1. Nam,50,3. Ly hôn,2,30000000,8500000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,250000000,6. Đầu tư chứng khoán,8,0. Có giấy tờ chứng minh thu nhập,1,3. Đại học
1763,1. Trả nợ trễ hạn,0. Nữ,50,4. Góa,1,27000000,8000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,2. Học tập,6,0. Có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1764,1. Trả nợ trễ hạn,0. Nữ,48,2. Độc thân,3,28000000,12000000,250000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,2. Học tập,5,0. Có giấy tờ chứng minh thu nhập,1,3. Đại học
1765,1. Trả nợ trễ hạn,1. Nam,38,4. Góa,3,35000000,8500000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,300000000,2. Học tập,8,1. Không có giấy tờ chứng minh thu nhập,2,4. Cấp ba
1766,1. Trả nợ trễ hạn,1. Nam,48,3. Ly hôn,1,35000000,7700000,350000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,2. Học tập,8,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1767,1. Trả nợ trễ hạn,1. Nam,47,4. Góa,1,35000000,7500000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,4. Mua xe,6,0. Có giấy tờ chứng minh thu nhập,2,3. Đại học
1768,1. Trả nợ trễ hạn,1. Nam,50,2. Độc thân,2,40000000,17700000,350000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,4. Mua xe,8,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1769,1. Trả nợ trễ hạn,1. Nam,46,3. Ly hôn,4,35000000,3900000,300000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,8,1. Không có giấy tờ chứng minh thu nhập,0,3. Đại học
1770,1. Trả nợ trễ hạn,1. Nam,38,3. Ly hôn,1,40000000,7700000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,250000000,2. Học tập,6,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1771,1. Trả nợ trễ hạn,1. Nam,47,4. Góa,4,35000000,8000000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,4,3. Đại học
1772,1. Trả nợ trễ hạn,0. Nữ,30,3. Ly hôn,2,27000000,8500000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,300000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,2,4. Cấp ba
1773,1. Trả nợ trễ hạn,1. Nam,32,4. Góa,2,27000000,3900000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,4. Mua xe,6,0. Có giấy tờ chứng minh thu nhập,3,3. Đại học
1774,1. Trả nợ trễ hạn,0. Nữ,51,2. Độc thân,2,30000000,3900000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,6. Đầu tư chứng khoán,12,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
1775,1. Trả nợ trễ hạn,1. Nam,46,3. Ly hôn,4,50000000,8500000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,2. Học tập,10,0. Có giấy tờ chứng minh thu nhập,4,3. Đại học
1776,1. Trả nợ trễ hạn,1. Nam,32,4. Góa,3,27000000,7700000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,4. Mua xe,5,0. Có giấy tờ chứng minh thu nhập,2,3. Đại học
1777,1. Trả nợ trễ hạn,1. Nam,33,3. Ly hôn,2,50000000,7500000,350000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,2. Học tập,5,0. Có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1778,1. Trả nợ trễ hạn,0. Nữ,38,4. Góa,2,30000000,7500000,200000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,6. Đầu tư chứng khoán,5,1. Không có giấy tờ chứng minh thu nhập,0,3. Đại học
1779,1. Trả nợ trễ hạn,1. Nam,49,4. Góa,2,50000000,8500000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,1. Tiêu dùng,6,0. Có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1780,1. Trả nợ trễ hạn,1. Nam,46,3. Ly hôn,4,50000000,8000000,350000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,2. Học tập,6,0. Có giấy tờ chứng minh thu nhập,2,4. Cấp ba
1781,1. Trả nợ trễ hạn,0. Nữ,49,4. Góa,2,50000000,7700000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,300000000,1. Tiêu dùng,6,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
1782,1. Trả nợ trễ hạn,1. Nam,49,4. Góa,1,35000000,7500000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,300000000,2. Học tập,8,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1783,1. Trả nợ trễ hạn,1. Nam,47,3. Ly hôn,3,30000000,8000000,200000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,1. Tiêu dùng,5,0. Có giấy tờ chứng minh thu nhập,4,4. Cấp ba
1784,1. Trả nợ trễ hạn,0. Nữ,45,4. Góa,3,40000000,7500000,350000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,6. Đầu tư chứng khoán,12,0. Có giấy tờ chứng minh thu nhập,3,4. Cấp ba
1785,1. Trả nợ trễ hạn,0. Nữ,46,2. Độc thân,3,28000000,7700000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,4. Mua xe,10,1. Không có giấy tờ chứng minh thu nhập,0,3. Đại học
1786,1. Trả nợ trễ hạn,1. Nam,30,4. Góa,3,30000000,7500000,300000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,2. Học tập,5,0. Có giấy tờ chứng minh thu nhập,0,3. Đại học
1787,1. Trả nợ trễ hạn,1. Nam,49,3. Ly hôn,3,27000000,7700000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,6. Đầu tư chứng khoán,12,0. Có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1788,1. Trả nợ trễ hạn,1. Nam,45,4. Góa,1,40000000,3900000,200000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,4. Mua xe,12,0. Có giấy tờ chứng minh thu nhập,1,3. Đại học
1789,1. Trả nợ trễ hạn,1. Nam,47,2. Độc thân,1,28000000,8500000,250000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,2. Học tập,6,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1790,1. Trả nợ trễ hạn,1. Nam,38,3. Ly hôn,1,28000000,8000000,350000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,250000000,4. Mua xe,10,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
1791,1. Trả nợ trễ hạn,1. Nam,45,2. Độc thân,1,27000000,8500000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,250000000,4. Mua xe,10,0. Có giấy tờ chứng minh thu nhập,4,3. Đại học
1792,1. Trả nợ trễ hạn,0. Nữ,47,2. Độc thân,2,40000000,7700000,250000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,2. Học tập,6,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1793,1. Trả nợ trễ hạn,0. Nữ,38,3. Ly hôn,4,35000000,31000000,200000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,4. Mua xe,8,1. Không có giấy tờ chứng minh thu nhập,1,3. Đại học
1794,1. Trả nợ trễ hạn,1. Nam,47,4. Góa,2,28000000,24000000,350000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,5,0. Có giấy tờ chứng minh thu nhập,2,4. Cấp ba
1795,1. Trả nợ trễ hạn,0. Nữ,30,2. Độc thân,4,28000000,24000000,200000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,2. Học tập,6,0. Có giấy tờ chứng minh thu nhập,2,3. Đại học
1796,1. Trả nợ trễ hạn,1. Nam,35,3. Ly hôn,4,40000000,36000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,2. Học tập,6,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
1797,1. Trả nợ trễ hạn,1. Nam,35,2. Độc thân,4,30000000,26000000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,4. Mua xe,6,0. Có giấy tờ chứng minh thu nhập,2,4. Cấp ba
1798,1. Trả nợ trễ hạn,0. Nữ,48,3. Ly hôn,4,35000000,31000000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,4. Mua xe,6,0. Có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1799,1. Trả nợ trễ hạn,1. Nam,38,4. Góa,2,27000000,23000000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,2,3. Đại học
1800,1. Trả nợ trễ hạn,0. Nữ,32,3. Ly hôn,3,35000000,31000000,350000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,6. Đầu tư chứng khoán,8,0. Có giấy tờ chứng minh thu nhập,4,3. Đại học
1801,1. Trả nợ trễ hạn,1. Nam,30,3. Ly hôn,1,28000000,24000000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,6. Đầu tư chứng khoán,5,1. Không có giấy tờ chứng minh thu nhập,2,3. Đại học
1802,1. Trả nợ trễ hạn,1. Nam,33,4. Góa,2,27000000,23000000,250000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,5,1. Không có giấy tờ chứng minh thu nhập,0,3. Đại học
